family,subfamily,tribe,genus.group,subgenus,genus.species
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes contigua
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes cooki
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes corneti
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes craggi
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes cretinus
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes daitensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes deboeri
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes demeilloni
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes denderensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes dendrophilus
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes desmotes
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes dybasi
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes ealaensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes edwardsi
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes ethiopiensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes flavopictus
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes fraseri
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes futunae
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes galloisi
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes galloisioides
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes gandaensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes gardnerii
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes grantii
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes guamensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes gurneyi
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes hakanssoni
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes hansfordi
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes hebridea
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes heischi
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes hensilli
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes hogsbackensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes hoguei
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes horrescens
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes josiahae
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes katherinensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes keniensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes kenyae
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes kesseli
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes kivuensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes krombeini
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes langatus
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes ledgeri
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes lilii
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes luteocephalus
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes maehleri
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes malayensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes malikuli
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes marshallensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes mascarensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes masseyi
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes mattinglyorum
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes maxgermaini
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes mediopunctatus
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes metallicus
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes mickevichae
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes mpusiensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes muroafcete
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes neoafricanus
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes neogalloisi
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes neopandani
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes njombiensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes novalbopictus
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes opok
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes palauensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes pandani
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes patriciae
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes paullusi
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes pernotatus
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes perplexus
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes pia
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes polynesiensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes poweri
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes pseudalbopictus
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes pseudoafricanus
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes pseudonigeria
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes pseudoscutellaris
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes quasiscutellaris
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes rhungkiangensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes riversi
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes robinsoni
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes rotanus
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes rotumae
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes ruwenzori
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes saimedres
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes saipanensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes sampi
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes schwetzi
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes scutellaris
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes scutoscriptus
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes seampi
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes seatoi
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes segermanae
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes sibirica
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes simpsoni
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes soleata
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes strelitziae
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes subalbopictus
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes subargentea
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes tabu
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes tongae
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes tulagiensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes unilineatus
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes upolensis
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes usambara
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes varuae
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes vinsoni
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes wadai
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes walba
Culicidae,Culicinae,Aedini,Aedes,AedesStegomyia,Aedes woodi
Culicidae,Culicinae,Aedini,Aedes,AedesTewarius,Aedes agastyai
Culicidae,Culicinae,Aedini,Aedes,AedesTewarius,Aedes nummatus
Culicidae,Culicinae,Aedini,Aedes,AedesTewarius,Aedes pseudonummatus
Culicidae,Culicinae,Aedini,Aedes,AedesTewarius,Aedes reubenae
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres alkatirii
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres apoensis
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres aureolineatus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres azurini
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres baisasi
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres bhayungi
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres breinli
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres candelabrifer
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres confusus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres conjungens
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres denbesteni
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres durhami
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres ejercitoi
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres fimbriatus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres foliatus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres giveni
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres hybridus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres joloensis
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres jugraensis
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres kesseli
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres kinabaluensis
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres kuchingensis
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres lacuum
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres laoensis
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres mahantai
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres maiae
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres malayi
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres manalangi
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres maximus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres milnensis
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres moultoni
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres obturbans
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres pallithorax
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres papuensis
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres sembeli
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres seticoxitus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres setifer
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres subalbatus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres theobaldi
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresArmigeres,Armigeres yunnanensis
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresLeicesteria,Armigeres annulipalpis
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresLeicesteria,Armigeres annulitarsis
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresLeicesteria,Armigeres balteatus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresLeicesteria,Armigeres cingulatus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresLeicesteria,Armigeres dentatus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresLeicesteria,Armigeres digitatus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresLeicesteria,Armigeres dolichocephalus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresLeicesteria,Armigeres flavus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresLeicesteria,Armigeres inchoatus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresLeicesteria,Armigeres lepidocoxitus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresLeicesteria,Armigeres longipalpis
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresLeicesteria,Armigeres magnus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresLeicesteria,Armigeres menglaensis
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresLeicesteria,Armigeres omissus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresLeicesteria,Armigeres pectinatus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresLeicesteria,Armigeres pendulus
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresLeicesteria,Armigeres traubi
Culicidae,Culicinae,Aedini,Armigeres,ArmigeresLeicesteria,Armigeres vimoli
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites adami
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites angolensis
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites argyrurus
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites brenguesi
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites brottesi
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites caillardi
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites chrysogaster
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites corbeti
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites dracaenae
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites dundo
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites eouzani
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites ferrarai
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites forcipulatus
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites germaini
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites gilletti
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites grahami
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites grenieri
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites haddowi
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites hamoni
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites harperi
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites hightoni
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites inornatus
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites intermedius
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites jani
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites lacani
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites leucopous
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites mahaffyi
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites marcelleae
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites mattinglyi
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites melanopous
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites mortiauxi
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites oedipodeios
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites parvipluma
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites pauliani
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites penicillatus
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites plioleucus
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites productus
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites quinquevittatus
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites ravissei
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites rickenbachi
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites salauni
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites semisimplicipes
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites silvestris
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites subsimplicipes
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites tendeiroi
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites tonsus
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites vansomereni
Culicidae,Culicinae,Aedini,Eretmapodites,EretmapoditesEretmapodites,Eretmapodites wansoni
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia aurea
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia aureochaeta
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia carteri
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia chandi
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia chengi
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia communis
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia complex
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia covelli
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia demeilloni
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia funerea
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia greenii
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia heterospina
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia himalayensis
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia indica
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia kana
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia kanhsienensis
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia lii
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia macdonaldi
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia mattinglyi
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia menglianensis
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia menglianeroides
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia persimilis
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia propinqua
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia proxima
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia reidi
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia ruiliensis
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia scanloni
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia scintillans
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia taiwanensis
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia tengchongensis
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia thelmae
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia viridis
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia achaetae
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia catesi
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia discrepans
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia lui
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia occidentayunnana
Culicidae,Culicinae,Aedini,Heizmannia,HeizmanniaHeizmannia,Heizmannia tripunctata
Culicidae,Culicinae,Aedini,Udaya,UdayaUdaya,Udaya argyrurus
Culicidae,Culicinae,Aedini,Udaya,UdayaUdaya,Udaya lucaris
Culicidae,Culicinae,Aedini,Udaya,UdayaUdaya,Udaya subsimilis
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaHarbachius,Verrallina abdita
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaHarbachius,Verrallina consonensis
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaHarbachius,Verrallina fragilis
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaHarbachius,Verrallina hamistylus
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaHarbachius,Verrallina indecorabilis
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaHarbachius,Verrallina nobukonis
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaHarbachius,Verrallina pahangi
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaHarbachius,Verrallina ramalingami
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaHarbachius,Verrallina robertsi
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaHarbachius,Verrallina srilankensis
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaHarbachius,Verrallina stunga
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaHarbachius,Verrallina uniformis
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaHarbachius,Verrallina yusafi
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina adusta
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina agrestis
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina andamanensis
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina assamensis
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina atria
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina atriisimilis
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina campylostylus
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina cauta
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina ceylonica
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina clavata
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina comata
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina comosa
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina cretata
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina cyrtolabis
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina gibbosa
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina harrisonica
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina hispida
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina indica
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina johnsoni
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina johorensis
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina komponga
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina latipennis
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina leicesteri
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina macrodixoa
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina margarsen
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina neomacrodixoa
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina nigrotarsis
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina notabilis
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina nubicola
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina panayensis
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina petroelephantus
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina philippinensis
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina phnoma
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina prioekanensis
Culicidae,Culicinae,Aedini,Verrallina,VerrallinaNeomacleaya,Verrallina protuberans
